Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
37cbfe87,Ford Mustang Mach-E,NMC,88.0,9,99,25.3,0.81,1.49,Conservative,0.0227,98.89,Healthy
f10a8ed1,Hyundai Ioniq 5,NMC,72.6,17,172,23.3,0.18,1.04,Conservative,0.0251,97.9,Healthy
f2b4b251,Wuling Air EV,LFP,26.0,38,502,23.9,0.41,0.58,Moderate,0.027,97.46,Healthy
e2c8cf6f,Hyundai Ioniq 5,NMC,72.6,2,29,36.4,0.14,1.43,Moderate,0.0208,100.0,Healthy
c0695dd8,Hyundai Ioniq 5,NMC,72.6,10,81,19.6,0.77,1.49,Moderate,0.0225,99.36,Healthy
fa42ba90,Hyundai Ioniq 5,NMC,72.6,52,409,23.4,0.01,1.81,Aggressive,0.03,96.64,Healthy
350ba527,Wuling Air EV,LFP,26.0,93,1371,32.2,0.45,2.29,Moderate,0.038,90.97,Healthy
9b89add8,Wuling Air EV,LFP,26.0,27,225,20.1,0.98,2.08,Conservative,0.0207,99.11,Healthy
e935f90a,Ford Mustang Mach-E,NMC,88.0,89,1084,30.3,0.5,1.84,Moderate,0.0542,88.73,Healthy
2582cedc,Wuling Air EV,LFP,26.0,52,382,22.6,0.49,1.46,Conservative,0.0252,96.89,Healthy
1d795664,Hyundai Ioniq 5,NMC,72.6,52,603,35.0,0.34,1.36,Conservative,0.04,93.41,Healthy
a9ecdc41,BYD Atto 3,LFP,60.0,36,241,29.2,0.77,2.16,Conservative,0.0235,98.17,Healthy
87799068,BYD Atto 3,LFP,60.0,65,489,26.1,0.56,0.73,Moderate,0.0277,96.79,Healthy
43379147,Ford Mustang Mach-E,NMC,88.0,93,786,24.2,0.71,2.05,Aggressive,0.0515,89.39,Healthy
d52fa761,Ford Mustang Mach-E,NMC,88.0,80,681,23.8,0.86,2.28,Conservative,0.042,92.68,Healthy
a0fc1e7b,Hyundai Ioniq 5,NMC,72.6,77,926,7.2,0.8,1.48,Moderate,0.0495,90.0,Healthy
91f4e7d0,BYD Atto 3,LFP,60.0,37,488,40.4,0.93,1.86,Moderate,0.0316,94.14,Healthy
a7cea46a,Wuling Air EV,LFP,26.0,5,37,36.0,0.95,1.27,Aggressive,0.0208,99.92,Healthy
c9fd6a5a,Hyundai Ioniq 5,NMC,72.6,31,341,16.1,0.2,2.06,Conservative,0.0282,97.3,Healthy
c29e9484,Wuling Air EV,LFP,26.0,56,377,19.4,0.25,2.29,Conservative,0.0222,98.14,Healthy
cecc954c,Wuling Air EV,LFP,26.0,81,339,15.4,0.29,1.19,Moderate,0.0218,98.26,Healthy
f892b135,Ford Mustang Mach-E,NMC,88.0,40,199,25.7,0.46,1.84,Aggressive,0.0263,97.44,Healthy
e2bcd6b8,BYD Atto 3,LFP,60.0,63,444,39.9,0.24,2.21,Moderate,0.029,95.67,Healthy
3a857492,Tesla Model 3,NMC,75.0,36,470,17.5,0.45,1.19,Moderate,0.034,95.49,Healthy
468f805f,Hyundai Ioniq 5,NMC,72.6,84,1147,32.9,0.98,1.09,Moderate,0.0672,84.46,Healthy
db462873,Hyundai Ioniq 5,NMC,72.6,75,483,20.4,0.32,0.98,Moderate,0.0293,96.62,Healthy
69b82b99,Ford Mustang Mach-E,NMC,88.0,77,976,21.4,0.84,2.31,Conservative,0.0489,90.24,Healthy
97796e6e,Ford Mustang Mach-E,NMC,88.0,23,320,21.9,0.73,0.8,Conservative,0.0273,96.58,Healthy
f40f08b6,Hyundai Ioniq 5,NMC,72.6,26,170,26.3,0.1,1.31,Conservative,0.0242,98.4,Healthy
1338449e,Ford Mustang Mach-E,NMC,88.0,59,347,13.9,0.84,0.96,Moderate,0.0297,97.39,Healthy
063f2afc,BYD Atto 3,LFP,60.0,78,1137,21.0,0.96,1.77,Conservative,0.0345,92.56,Healthy
7d366b05,Ford Mustang Mach-E,NMC,88.0,76,1061,27.6,0.62,1.05,Moderate,0.0517,89.24,Healthy
97e0d9db,Ford Mustang Mach-E,NMC,88.0,56,814,15.0,0.04,2.27,Moderate,0.0372,93.75,Healthy
b32a5677,BYD Atto 3,LFP,60.0,33,346,28.2,0.25,0.65,Moderate,0.0222,98.5,Healthy
d6990505,Wuling Air EV,LFP,26.0,84,566,27.7,0.16,0.7,Aggressive,0.0299,95.35,Healthy
e222f0c0,Tesla Model 3,NMC,75.0,15,178,25.8,0.33,2.33,Moderate,0.0261,97.8,Healthy
f780066a,Wuling Air EV,LFP,26.0,84,1207,24.8,0.27,0.88,Moderate,0.0337,92.51,Healthy
617263cc,BYD Atto 3,LFP,60.0,1,13,35.1,0.83,0.79,Moderate,0.0206,99.82,Healthy
cd8f9669,BYD Atto 3,LFP,60.0,93,1239,16.7,0.37,1.09,Moderate,0.0325,93.24,Healthy
33146451,Tesla Model 3,NMC,75.0,60,829,16.7,0.01,2.06,Aggressive,0.0445,92.17,Healthy
42443aab,Wuling Air EV,LFP,26.0,69,677,28.4,0.34,1.19,Moderate,0.0273,95.67,Healthy
b5dc6cc6,BYD Atto 3,LFP,60.0,81,932,42.7,0.39,1.09,Conservative,0.036,91.71,Healthy
9186b9c8,BYD Atto 3,LFP,60.0,70,639,26.2,0.76,1.77,Aggressive,0.0307,94.41,Healthy
267a4859,Ford Mustang Mach-E,NMC,88.0,34,449,22.9,0.36,0.56,Moderate,0.0327,95.78,Healthy
46a37300,Tesla Model 3,NMC,75.0,95,559,14.4,0.58,1.8,Aggressive,0.0425,92.24,Healthy
a1e57c95,BYD Atto 3,LFP,60.0,52,304,36.2,0.32,0.87,Moderate,0.025,97.36,Healthy
39d9818a,Wuling Air EV,LFP,26.0,34,364,28.7,0.73,1.26,Aggressive,0.0272,96.59,Healthy
6b78c096,Ford Mustang Mach-E,NMC,88.0,28,240,23.5,0.37,1.35,Moderate,0.0276,98.07,Healthy
bfe568f5,Wuling Air EV,LFP,26.0,20,222,31.9,0.92,1.21,Conservative,0.0233,98.17,Healthy
f0f5d708,Tesla Model 3,NMC,75.0,20,275,23.3,0.95,1.14,Conservative,0.0274,97.33,Healthy
3c264ff7,Wuling Air EV,LFP,26.0,24,101,18.9,0.18,1.28,Moderate,0.0232,98.8,Healthy
e1a4bbdb,Tesla Model 3,NMC,75.0,95,670,21.5,0.66,1.7,Conservative,0.0403,93.35,Healthy
f0d1613b,BYD Atto 3,LFP,60.0,6,57,26.3,0.32,2.08,Conservative,0.0217,100.0,Healthy
1d133637,Ford Mustang Mach-E,NMC,88.0,75,702,19.0,0.04,0.86,Moderate,0.0387,93.6,Healthy
477b01e0,Wuling Air EV,LFP,26.0,43,627,29.9,0.85,1.34,Moderate,0.0319,94.44,Healthy
1ced924a,Ford Mustang Mach-E,NMC,88.0,22,306,32.3,0.29,2.33,Conservative,0.0289,96.6,Healthy
ec075d4a,Hyundai Ioniq 5,NMC,72.6,63,917,39.4,0.53,2.17,Moderate,0.0578,87.61,Healthy
807534bc,Tesla Model 3,NMC,75.0,6,38,35.2,0.89,1.01,Moderate,0.021,100.0,Healthy
7378fa1f,Hyundai Ioniq 5,NMC,72.6,87,729,34.9,0.13,1.44,Conservative,0.0403,93.15,Healthy
8367a39e,Hyundai Ioniq 5,NMC,72.6,43,620,25.5,0.89,2.34,Conservative,0.0382,93.38,Healthy
4de5897c,BYD Atto 3,LFP,60.0,50,361,19.5,0.29,2.0,Moderate,0.0244,97.16,Healthy
8767fc40,Hyundai Ioniq 5,NMC,72.6,77,787,34.8,0.09,1.92,Aggressive,0.0503,90.31,Healthy
9af87479,Tesla Model 3,NMC,75.0,82,393,23.8,0.37,1.19,Aggressive,0.0309,95.93,Healthy
124508e7,Hyundai Ioniq 5,NMC,72.6,57,733,26.2,0.88,0.71,Conservative,0.0399,92.52,Healthy
5073504a,BYD Atto 3,LFP,60.0,17,161,11.7,0.69,1.56,Moderate,0.0223,98.99,Healthy
3259d945,BYD Atto 3,LFP,60.0,96,787,19.2,0.35,1.98,Aggressive,0.0291,95.28,Healthy
47e8984e,Ford Mustang Mach-E,NMC,88.0,42,205,17.1,0.23,2.5,Aggressive,0.0275,97.28,Healthy
92e9e8b1,Tesla Model 3,NMC,75.0,73,916,32.3,0.57,2.12,Conservative,0.0489,90.56,Healthy
10bcb47b,Ford Mustang Mach-E,NMC,88.0,11,124,25.9,0.9,2.44,Conservative,0.0219,98.85,Healthy
af4f9991,BYD Atto 3,LFP,60.0,37,554,26.1,0.92,1.36,Conservative,0.0293,95.92,Healthy
b388a899,BYD Atto 3,LFP,60.0,13,177,19.5,0.96,1.79,Moderate,0.0228,98.58,Healthy
842b2db7,Tesla Model 3,NMC,75.0,41,252,20.6,0.54,0.96,Aggressive,0.0263,97.63,Healthy
177103a6,BYD Atto 3,LFP,60.0,61,693,21.6,0.54,0.94,Moderate,0.0288,95.06,Healthy
0e6c3084,Ford Mustang Mach-E,NMC,88.0,71,388,33.0,0.65,0.99,Conservative,0.0305,96.17,Healthy
94fa2a4b,Hyundai Ioniq 5,NMC,72.6,20,296,12.3,0.64,1.36,Moderate,0.0292,96.77,Healthy
b4a5b2fa,Wuling Air EV,LFP,26.0,30,196,12.5,0.1,0.58,Conservative,0.021,99.2,Healthy
3079d3ce,Tesla Model 3,NMC,75.0,46,191,37.3,0.61,1.89,Conservative,0.0268,97.57,Healthy
afbf6762,Tesla Model 3,NMC,75.0,64,821,26.4,0.43,1.82,Conservative,0.0424,92.44,Healthy
03f2c996,Tesla Model 3,NMC,75.0,31,357,14.6,0.41,1.32,Conservative,0.0265,97.36,Healthy
e18f6962,BYD Atto 3,LFP,60.0,21,104,34.3,0.24,1.36,Moderate,0.0195,99.77,Healthy
a3aa40d8,Ford Mustang Mach-E,NMC,88.0,51,569,19.3,0.25,0.79,Aggressive,0.0386,93.44,Healthy
310089b2,BYD Atto 3,LFP,60.0,46,623,18.6,0.41,1.28,Conservative,0.026,96.49,Healthy
7062981b,Ford Mustang Mach-E,NMC,88.0,46,414,21.2,0.49,1.75,Moderate,0.0316,96.22,Healthy
1b098356,Hyundai Ioniq 5,NMC,72.6,21,84,7.8,0.08,2.49,Moderate,0.0258,98.68,Healthy
2583b3ea,Tesla Model 3,NMC,75.0,7,67,23.1,0.02,2.01,Moderate,0.0206,99.91,Healthy
a907d114,BYD Atto 3,LFP,60.0,62,643,22.0,0.28,1.92,Moderate,0.0279,96.12,Healthy
a3f303f1,Tesla Model 3,NMC,75.0,41,396,16.7,0.74,1.67,Moderate,0.0336,96.01,Healthy
913d9fe6,Ford Mustang Mach-E,NMC,88.0,70,986,27.8,0.64,1.15,Aggressive,0.0558,87.77,Healthy
6a3f9393,Tesla Model 3,NMC,75.0,38,490,23.2,0.72,0.6,Conservative,0.0336,95.09,Healthy
305b1d1b,Wuling Air EV,LFP,26.0,42,566,32.5,0.19,1.22,Moderate,0.0277,96.03,Healthy
646e7abc,Tesla Model 3,NMC,75.0,1,12,21.2,0.27,1.15,Moderate,0.0195,99.89,Healthy
e93dffb2,BYD Atto 3,LFP,60.0,87,914,22.9,0.55,0.72,Conservative,0.0279,95.55,Healthy
d15f5c04,Hyundai Ioniq 5,NMC,72.6,91,427,33.2,0.62,2.39,Moderate,0.0353,95.32,Healthy
9b422116,Tesla Model 3,NMC,75.0,64,892,32.2,0.53,0.77,Conservative,0.0442,91.41,Healthy
7bd4bc8e,Tesla Model 3,NMC,75.0,87,1060,22.6,0.36,1.38,Aggressive,0.0548,88.5,Healthy
90280fd7,BYD Atto 3,LFP,60.0,64,716,17.6,0.35,0.99,Moderate,0.0265,96.52,Healthy
e42e9310,BYD Atto 3,LFP,60.0,66,935,23.7,0.18,1.04,Conservative,0.0316,94.4,Healthy
5c6cef25,Wuling Air EV,LFP,26.0,19,200,21.0,0.85,1.29,Conservative,0.021,99.4,Healthy
c91e762e,Wuling Air EV,LFP,26.0,28,298,15.9,0.67,0.56,Conservative,0.0237,98.24,Healthy
6849e407,Tesla Model 3,NMC,75.0,86,979,28.4,0.23,0.76,Moderate,0.0447,90.92,Healthy
98007bae,Ford Mustang Mach-E,NMC,88.0,36,441,23.0,0.37,0.97,Conservative,0.0325,95.75,Healthy
524c2a49,Ford Mustang Mach-E,NMC,88.0,76,354,22.6,0.79,2.14,Aggressive,0.0333,95.41,Healthy
1feb6092,Tesla Model 3,NMC,75.0,2,19,17.8,0.38,1.02,Conservative,0.0202,100.0,Healthy
635968e0,BYD Atto 3,LFP,60.0,75,990,25.6,0.59,0.98,Moderate,0.0314,94.23,Healthy
8b2c0c66,Ford Mustang Mach-E,NMC,88.0,25,298,29.4,0.77,1.93,Moderate,0.0339,96.31,Healthy
235e6844,Ford Mustang Mach-E,NMC,88.0,2,12,25.1,0.8,1.74,Aggressive,0.0185,100.0,Healthy
b9682921,Ford Mustang Mach-E,NMC,88.0,54,353,25.9,0.58,1.25,Moderate,0.0294,97.07,Healthy
295f2704,Ford Mustang Mach-E,NMC,88.0,88,1252,29.2,0.99,1.53,Moderate,0.0654,84.89,Healthy
c1f4fe31,Ford Mustang Mach-E,NMC,88.0,45,618,23.2,0.27,1.8,Conservative,0.0361,94.59,Healthy
eea2e5a3,BYD Atto 3,LFP,60.0,60,693,33.7,0.38,1.64,Conservative,0.0276,95.2,Healthy
777f10ec,Ford Mustang Mach-E,NMC,88.0,80,488,15.1,0.04,1.86,Moderate,0.0365,94.94,Healthy
256eb036,Wuling Air EV,LFP,26.0,18,101,16.1,0.66,1.3,Aggressive,0.0192,99.6,Healthy
634c9285,Wuling Air EV,LFP,26.0,23,230,34.4,0.76,0.93,Moderate,0.0257,97.96,Healthy
8062f27a,Wuling Air EV,LFP,26.0,19,252,19.4,0.58,2.27,Moderate,0.0239,98.34,Healthy
4fe9ad76,Ford Mustang Mach-E,NMC,88.0,23,146,31.9,0.58,0.99,Moderate,0.0258,98.03,Healthy
2757c31e,Ford Mustang Mach-E,NMC,88.0,34,194,24.6,0.05,0.69,Aggressive,0.0271,97.74,Healthy
8df4877a,Tesla Model 3,NMC,75.0,76,771,24.5,0.87,1.11,Conservative,0.0419,92.77,Healthy
80e3ca2c,Tesla Model 3,NMC,75.0,76,829,27.8,0.44,0.85,Moderate,0.0435,92.28,Healthy
e57206cd,BYD Atto 3,LFP,60.0,77,651,18.2,0.66,1.46,Moderate,0.0295,95.38,Healthy
97bf9507,Ford Mustang Mach-E,NMC,88.0,4,55,24.6,0.96,0.73,Moderate,0.0222,98.89,Healthy
b1762c59,Tesla Model 3,NMC,75.0,64,779,32.4,0.95,1.12,Moderate,0.0494,89.96,Healthy
dd7f3378,Hyundai Ioniq 5,NMC,72.6,78,438,30.3,0.97,2.45,Conservative,0.0343,95.26,Healthy
b199f61d,BYD Atto 3,LFP,60.0,49,559,21.0,0.21,0.81,Aggressive,0.0293,95.61,Healthy
58f2b8f0,BYD Atto 3,LFP,60.0,66,801,26.0,0.72,1.8,Conservative,0.0311,94.37,Healthy
c099c69c,Hyundai Ioniq 5,NMC,72.6,30,229,34.9,0.77,0.65,Moderate,0.0328,96.02,Healthy
ac28f225,BYD Atto 3,LFP,60.0,72,547,29.1,0.81,2.04,Moderate,0.0286,96.04,Healthy
9a152e99,Ford Mustang Mach-E,NMC,88.0,31,188,15.6,0.96,0.62,Aggressive,0.0295,97.21,Healthy
a047744c,Hyundai Ioniq 5,NMC,72.6,7,61,-3.7,0.03,0.63,Aggressive,0.0216,99.26,Healthy
6fff5676,BYD Atto 3,LFP,60.0,38,390,21.3,0.26,0.6,Moderate,0.0214,98.85,Healthy
d4267b25,Tesla Model 3,NMC,75.0,14,207,38.6,0.35,1.03,Conservative,0.0265,97.35,Healthy
89c97264,Tesla Model 3,NMC,75.0,35,270,16.4,0.48,1.12,Moderate,0.0296,97.24,Healthy
997b1801,Tesla Model 3,NMC,75.0,63,407,35.1,0.18,0.84,Aggressive,0.0375,94.48,Healthy
487bb4c0,Wuling Air EV,LFP,26.0,50,688,35.8,0.76,1.08,Aggressive,0.0342,93.0,Healthy
eff1c7a5,BYD Atto 3,LFP,60.0,45,557,18.6,0.17,0.66,Conservative,0.0257,97.01,Healthy
c2887cf8,BYD Atto 3,LFP,60.0,43,370,12.9,0.66,0.54,Moderate,0.0235,97.66,Healthy
21281f46,Ford Mustang Mach-E,NMC,88.0,52,625,27.4,0.1,2.1,Conservative,0.0338,95.6,Healthy
3c445c69,Tesla Model 3,NMC,75.0,29,246,16.0,0.51,1.84,Moderate,0.0269,97.43,Healthy
a573aad1,Ford Mustang Mach-E,NMC,88.0,19,155,8.5,0.38,2.01,Conservative,0.0236,98.6,Healthy
35764068,Ford Mustang Mach-E,NMC,88.0,31,427,16.7,0.44,1.45,Moderate,0.0325,95.95,Healthy
979586a3,Hyundai Ioniq 5,NMC,72.6,83,499,19.1,0.48,0.52,Aggressive,0.0363,94.67,Healthy
57924494,BYD Atto 3,LFP,60.0,59,738,11.7,0.23,0.98,Moderate,0.0305,95.15,Healthy
c8a1907c,Ford Mustang Mach-E,NMC,88.0,56,704,26.6,0.52,1.06,Moderate,0.0415,92.7,Healthy
c446934a,Hyundai Ioniq 5,NMC,72.6,67,483,40.2,0.77,0.74,Aggressive,0.0465,91.37,Healthy
fdef079d,BYD Atto 3,LFP,60.0,34,327,24.6,0.03,1.6,Conservative,0.0234,98.63,Healthy
7ddc4415,Hyundai Ioniq 5,NMC,72.6,91,1170,16.6,0.19,1.24,Moderate,0.0505,89.61,Healthy
15d34c82,Wuling Air EV,LFP,26.0,13,93,27.5,0.35,1.32,Conservative,0.0202,100.0,Healthy
f84e45ab,BYD Atto 3,LFP,60.0,78,387,20.9,0.83,1.92,Conservative,0.026,97.54,Healthy
7c0192cc,Ford Mustang Mach-E,NMC,88.0,68,815,22.1,0.35,2.44,Moderate,0.0441,91.95,Healthy
b90b4ec5,Wuling Air EV,LFP,26.0,20,213,23.0,0.68,2.23,Moderate,0.0231,98.49,Healthy
1c942860,BYD Atto 3,LFP,60.0,80,352,32.3,0.8,1.65,Conservative,0.0242,97.32,Healthy
d261e2fb,Hyundai Ioniq 5,NMC,72.6,37,215,12.8,0.85,1.15,Moderate,0.0281,97.59,Healthy
3afbaacc,Wuling Air EV,LFP,26.0,11,114,18.9,0.25,1.44,Aggressive,0.0202,99.83,Healthy
d7c9c171,Ford Mustang Mach-E,NMC,88.0,75,711,27.9,0.76,1.8,Moderate,0.0428,92.37,Healthy
18665954,Hyundai Ioniq 5,NMC,72.6,65,949,36.8,0.59,0.97,Moderate,0.0595,87.49,Healthy
dd02ad27,BYD Atto 3,LFP,60.0,2,23,20.7,0.09,2.22,Conservative,0.0242,98.51,Healthy
07938a1e,Wuling Air EV,LFP,26.0,60,873,18.4,0.64,1.44,Moderate,0.0318,93.2,Healthy
36244120,Hyundai Ioniq 5,NMC,72.6,48,629,33.6,0.01,0.81,Moderate,0.0338,95.1,Healthy
300356ed,Tesla Model 3,NMC,75.0,63,848,31.5,0.29,1.64,Conservative,0.0413,93.2,Healthy
a6c7ec00,Hyundai Ioniq 5,NMC,72.6,87,635,29.3,0.28,0.79,Moderate,0.0391,93.51,Healthy
520b74f2,BYD Atto 3,LFP,60.0,54,374,25.6,0.61,1.03,Moderate,0.0244,97.7,Healthy
afce5578,BYD Atto 3,LFP,60.0,73,411,34.4,0.97,0.67,Moderate,0.0276,96.45,Healthy
db9227b0,Ford Mustang Mach-E,NMC,88.0,35,145,10.0,0.39,1.69,Moderate,0.0228,99.29,Healthy
19102858,Tesla Model 3,NMC,75.0,39,241,24.4,0.71,1.67,Moderate,0.0274,97.33,Healthy
25240fd0,Tesla Model 3,NMC,75.0,37,438,33.7,0.72,1.19,Conservative,0.0353,94.89,Healthy
bad1de76,Wuling Air EV,LFP,26.0,74,506,21.6,0.69,1.69,Moderate,0.0268,96.83,Healthy
a139dd5c,Wuling Air EV,LFP,26.0,21,301,27.6,0.0,2.1,Moderate,0.0226,98.79,Healthy
847676a7,Tesla Model 3,NMC,75.0,6,65,33.0,0.22,1.91,Moderate,0.0216,99.31,Healthy
8df7f06c,Tesla Model 3,NMC,75.0,87,462,24.3,0.75,2.36,Conservative,0.0333,95.4,Healthy
c169dde9,Tesla Model 3,NMC,75.0,49,680,8.9,0.74,2.01,Aggressive,0.0481,90.99,Healthy
3acaf1b9,BYD Atto 3,LFP,60.0,63,401,26.8,0.56,2.31,Moderate,0.0249,97.77,Healthy
25825a8d,Tesla Model 3,NMC,75.0,71,338,36.0,0.48,0.52,Conservative,0.03,96.39,Healthy
239a2e03,BYD Atto 3,LFP,60.0,91,602,32.6,0.04,1.32,Aggressive,0.0281,95.52,Healthy
51035ec6,Wuling Air EV,LFP,26.0,85,1114,23.7,0.81,1.3,Aggressive,0.0421,90.01,Healthy
5148ad66,Ford Mustang Mach-E,NMC,88.0,63,512,23.6,0.59,2.23,Moderate,0.0358,95.48,Healthy
1b2294f5,Wuling Air EV,LFP,26.0,24,155,28.7,0.96,2.32,Moderate,0.025,98.05,Healthy
fca125d8,BYD Atto 3,LFP,60.0,11,55,16.5,0.84,1.26,Moderate,0.0234,98.75,Healthy
b8c6c290,Wuling Air EV,LFP,26.0,81,842,23.8,0.67,1.4,Conservative,0.0311,94.92,Healthy
1061f11a,Ford Mustang Mach-E,NMC,88.0,30,122,29.3,0.72,1.11,Conservative,0.0259,98.44,Healthy
3004396a,BYD Atto 3,LFP,60.0,3,17,28.9,0.88,1.37,Conservative,0.0188,100.0,Healthy
3fcf8eba,Tesla Model 3,NMC,75.0,75,536,23.1,0.8,1.88,Conservative,0.0363,94.61,Healthy
1bb0c63f,Hyundai Ioniq 5,NMC,72.6,67,321,18.5,0.54,1.56,Conservative,0.029,96.98,Healthy
f83cd38d,Ford Mustang Mach-E,NMC,88.0,19,231,27.5,0.3,2.31,Conservative,0.0253,97.91,Healthy
3ca6a673,Tesla Model 3,NMC,75.0,17,251,17.7,0.95,2.31,Moderate,0.0304,96.46,Healthy
181978a8,Ford Mustang Mach-E,NMC,88.0,80,798,8.1,0.99,1.23,Aggressive,0.0546,88.38,Healthy
e8ec19f1,Wuling Air EV,LFP,26.0,91,672,38.2,0.32,1.17,Moderate,0.0301,94.52,Healthy
3fc627e4,Ford Mustang Mach-E,NMC,88.0,66,649,21.7,0.23,0.96,Conservative,0.037,94.36,Healthy
1d0f3cd9,Ford Mustang Mach-E,NMC,88.0,13,190,13.7,0.13,0.64,Moderate,0.0259,98.36,Healthy
c9867f83,Wuling Air EV,LFP,26.0,22,329,16.0,0.33,0.75,Moderate,0.0245,98.41,Healthy
a434ac4c,Tesla Model 3,NMC,75.0,28,418,23.4,0.65,2.35,Aggressive,0.0379,94.07,Healthy
d43a2938,Tesla Model 3,NMC,75.0,86,1172,28.8,0.4,1.68,Aggressive,0.0625,86.35,Healthy
c5b34939,Wuling Air EV,LFP,26.0,39,449,9.7,0.89,1.72,Aggressive,0.0277,96.56,Healthy
c3f21727,Wuling Air EV,LFP,26.0,30,401,24.7,0.11,2.16,Conservative,0.0236,98.25,Healthy
756ebf3f,Hyundai Ioniq 5,NMC,72.6,78,1143,18.8,0.06,1.25,Moderate,0.0483,90.85,Healthy
725f4fe9,Wuling Air EV,LFP,26.0,49,599,22.3,0.31,1.11,Conservative,0.026,96.68,Healthy
188cefb2,Tesla Model 3,NMC,75.0,24,269,15.0,0.13,0.6,Moderate,0.0269,98.18,Healthy
3c5d75bb,Ford Mustang Mach-E,NMC,88.0,85,962,27.0,0.76,0.74,Conservative,0.0489,90.24,Healthy
a2150eeb,Hyundai Ioniq 5,NMC,72.6,30,221,16.1,0.32,1.7,Moderate,0.0245,98.42,Healthy
77df2acc,Tesla Model 3,NMC,75.0,67,814,21.5,0.13,0.63,Moderate,0.0411,92.86,Healthy
bdd4daf3,Tesla Model 3,NMC,75.0,56,789,40.6,0.29,2.42,Aggressive,0.062,86.7,Healthy
686fb220,BYD Atto 3,LFP,60.0,41,535,17.6,0.8,1.95,Moderate,0.0295,95.94,Healthy
5eab0cb9,Wuling Air EV,LFP,26.0,29,379,39.3,0.61,1.6,Moderate,0.0275,96.57,Healthy
1324f410,Hyundai Ioniq 5,NMC,72.6,32,221,29.3,0.84,2.28,Conservative,0.0257,98.5,Healthy
3798c9ac,Tesla Model 3,NMC,75.0,72,520,25.7,0.18,1.77,Conservative,0.0313,96.78,Healthy
820f7257,Tesla Model 3,NMC,75.0,88,909,33.9,0.86,2.1,Conservative,0.0544,88.73,Healthy
61383776,Ford Mustang Mach-E,NMC,88.0,1,10,33.2,0.35,1.22,Conservative,0.0196,100.0,Healthy
7c982313,Ford Mustang Mach-E,NMC,88.0,72,773,35.2,1.0,0.74,Moderate,0.0566,87.98,Healthy
61383632,BYD Atto 3,LFP,60.0,22,170,11.6,0.78,0.51,Aggressive,0.0206,98.75,Healthy
4cd7b5a1,BYD Atto 3,LFP,60.0,55,359,36.1,0.61,1.78,Moderate,0.0254,96.8,Healthy
420ba6fc,Tesla Model 3,NMC,75.0,48,678,33.1,0.93,1.72,Aggressive,0.0526,89.28,Healthy
4f6e3b64,Tesla Model 3,NMC,75.0,79,563,28.4,0.58,1.4,Conservative,0.0368,94.77,Healthy
36113b5f,BYD Atto 3,LFP,60.0,24,214,29.2,0.18,1.73,Moderate,0.0243,98.14,Healthy
9fc167a7,BYD Atto 3,LFP,60.0,12,91,38.6,0.01,1.31,Moderate,0.0198,99.97,Healthy
db1affe5,Tesla Model 3,NMC,75.0,5,57,27.6,0.47,0.7,Conservative,0.0211,100.0,Healthy
cdbd7a58,BYD Atto 3,LFP,60.0,27,152,20.3,0.45,0.7,Conservative,0.0213,99.24,Healthy
d222d81b,Wuling Air EV,LFP,26.0,82,1185,32.5,0.79,2.23,Moderate,0.037,91.0,Healthy
2ed67908,Tesla Model 3,NMC,75.0,90,1041,21.0,0.73,1.45,Conservative,0.0511,89.66,Healthy
4452b652,Tesla Model 3,NMC,75.0,55,802,18.4,0.8,2.33,Moderate,0.0455,91.67,Healthy
fd02cb22,Wuling Air EV,LFP,26.0,6,51,30.6,0.75,0.98,Conservative,0.0209,100.0,Healthy
23730514,Tesla Model 3,NMC,75.0,48,219,23.9,0.61,1.51,Aggressive,0.0275,97.73,Healthy
79818400,Wuling Air EV,LFP,26.0,65,496,34.2,0.93,1.48,Moderate,0.0264,96.27,Healthy
a34e4245,Ford Mustang Mach-E,NMC,88.0,74,300,37.5,0.11,1.3,Moderate,0.0334,96.2,Healthy
ae254bda,BYD Atto 3,LFP,60.0,17,244,25.7,0.34,1.86,Moderate,0.0235,97.78,Healthy
733e9906,Wuling Air EV,LFP,26.0,87,679,34.0,0.78,1.94,Moderate,0.0294,94.15,Healthy
23e3bf64,BYD Atto 3,LFP,60.0,13,104,42.3,0.31,1.44,Conservative,0.0231,98.76,Healthy
00fdf4e0,Wuling Air EV,LFP,26.0,37,503,20.8,0.32,1.44,Moderate,0.024,96.94,Healthy
031f5895,Hyundai Ioniq 5,NMC,72.6,41,407,28.1,0.35,2.01,Conservative,0.0346,95.93,Healthy
be300b74,Hyundai Ioniq 5,NMC,72.6,33,234,22.6,0.47,2.15,Moderate,0.027,98.23,Healthy
956678a0,Wuling Air EV,LFP,26.0,56,751,27.3,0.37,1.56,Conservative,0.0254,96.94,Healthy
d4110359,Tesla Model 3,NMC,75.0,57,809,30.2,0.73,1.67,Moderate,0.0507,90.27,Healthy
6fe893c4,Tesla Model 3,NMC,75.0,55,290,20.9,0.65,1.21,Moderate,0.029,97.04,Healthy
51bd77ee,BYD Atto 3,LFP,60.0,8,93,21.6,0.1,0.52,Moderate,0.022,99.36,Healthy
